CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
Norway,NOR,,,NAT_TOTAL,20201011,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,15524,275,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201012,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,15639,276,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201013,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,15793,277,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201014,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,15953,277,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201015,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,16137,278,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201016,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,16272,278,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201017,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,16369,278,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201018,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,16457,278,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201019,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,0,0,,,,,,,0,,16603,278,NV,0.00,32.41,34.90,34.52,37.50
Norway,NOR,,,NAT_TOTAL,20201020,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,500000000.00,1.00,0,0.00,,0.00,,0,0,,,,,,,0,,16772,278,NV,0.00,32.41,34.11,33.63,37.50
Norway,NOR,,,NAT_TOTAL,20201021,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,0,0.00,,0.00,,0,0,,,,,,,0,,16964,279,NV,0.00,32.41,34.11,33.63,37.50
Norway,NOR,,,NAT_TOTAL,20201022,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,0,0.00,,0.00,,0,0,,,,,,,0,,17234,279,NV,0.00,32.41,34.11,33.63,37.50
Norway,NOR,,,NAT_TOTAL,20201023,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,0,0.00,,0.00,,0,0,,,,,,,0,,17532,279,NV,0.00,32.41,34.11,33.63,37.50
Norway,NOR,,,NAT_TOTAL,20201024,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,0,0.00,,0.00,,0,0,,,,,,,0,,17749,279,NV,0.00,32.41,34.11,33.63,37.50
Norway,NOR,,,NAT_TOTAL,20201025,1.00,1,1.00,1,0.00,,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,0,0.00,,0.00,,0,0,,,,,,,0,,17909,279,NV,0.00,32.41,34.11,33.63,37.50
Norway,NOR,,,NAT_TOTAL,20201026,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,0,0.00,,0.00,,0,0,,,,,,,0,,18342,279,NV,0.00,43.52,40.36,40.77,37.50
Norway,NOR,,,NAT_TOTAL,20201027,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,18666,280,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201028,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,19069,280,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201029,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,19564,281,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201030,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,20062,282,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201031,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,20331,282,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201101,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,20635,282,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201102,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,21339,282,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201103,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,21956,282,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201104,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,0.00,,0.00,,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,22578,282,NV,0.00,43.52,41.93,42.56,37.50
Norway,NOR,,,NAT_TOTAL,20201105,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,23229,284,NV,0.00,52.78,47.14,48.51,37.50
Norway,NOR,,,NAT_TOTAL,20201106,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,23835,285,NV,0.00,52.78,47.14,48.51,37.50
Norway,NOR,,,NAT_TOTAL,20201107,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,24243,285,NV,0.00,52.78,47.14,48.51,37.50
Norway,NOR,,,NAT_TOTAL,20201108,1.00,1,1.00,1,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,24732,285,NV,0.00,52.78,47.14,48.51,37.50
Norway,NOR,,,NAT_TOTAL,20201109,1.00,1,2.00,0,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,25325,285,NV,0.00,54.63,48.18,49.70,37.50
Norway,NOR,,,NAT_TOTAL,20201110,1.00,1,2.00,0,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,25887,285,NV,0.00,54.63,48.18,49.70,37.50
Norway,NOR,,,NAT_TOTAL,20201111,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,26511,285,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201112,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,27228,291,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201113,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,27916,294,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201114,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,28434,294,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201115,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,28434,294,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201116,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,28434,294,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201117,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,0,30114,298,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201118,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,30770,300,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201119,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,31441,305,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201120,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,32014,306,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201121,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,32352,306,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201122,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,32765,306,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201123,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,33183,311,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201124,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,33717,314,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201125,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,34268,316,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201126,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,34748,316,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201127,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,35193,328,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201128,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,35546,328,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201129,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,35828,328,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201130,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,36150,332,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201201,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,36591,334,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201202,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,0.00,,0,0,,,,,,,0,,36969,351,NV,0.00,56.02,48.96,50.60,37.50
Norway,NOR,,,NAT_TOTAL,20201203,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,37371,353,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201204,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,37801,354,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201205,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,38073,354,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201206,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,38323,354,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201207,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,38703,359,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201208,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,39163,361,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201209,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,39525,361,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201210,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,40023,382,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201211,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,40439,387,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201212,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,40803,387,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201213,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,41003,387,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201214,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,41334,393,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201215,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,41852,395,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201216,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,42312,402,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201217,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,0.00,,2.00,1,0,0,,,,,,,0,,42776,404,NV,0.00,56.02,53.12,55.36,37.50
Norway,NOR,,,NAT_TOTAL,20201218,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,0,0,,,,,,,0,,43207,404,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201219,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,0,0,,,,,,,0,,43582,404,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201220,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,0,0,,,,,,,0,,43905,404,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201221,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,0,,,,,,,0,,44336,405,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201222,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,0,,,,,,,0,,44932,405,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201223,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,232000000.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,0,,,,,,,0,,45455,421,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201224,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,0,,,,,,,0,,45931,421,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201225,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,0,,,,,,,0,,46248,421,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201226,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,0,,,,,,,0,,46678,421,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201227,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,1,,,0,0,0,0,5,,47059,421,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201228,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,1,,,0,0,0,0,5,,47585,429,NV,0.00,56.02,54.38,56.79,37.50
Norway,NOR,,,NAT_TOTAL,20201229,1.00,1,2.00,0,2.00,1,4.00,0,0.00,,1.00,1,1.00,1,2.00,2.00,0,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,2.00,0,1.00,1,2.00,1,1,1,,,0,0,0,0,5,,48278,433,NV,0.00,56.02,54.38,56.79,37.50
